Year,Energia iturri berriztagarria,Units,Lurraldea,Eskualdea,Udalerria,GeoCode,Value
2013,Eguzki-energia termikoa,Watt per capita,,,Arratzua-Ubarrundia,Arratzua-Ubarrundia,767.31
2014,Eguzki-energia termikoa,Watt per capita,,,Arratzua-Ubarrundia,Arratzua-Ubarrundia,764.91
2015,Eguzki-energia termikoa,Watt per capita,,,Arratzua-Ubarrundia,Arratzua-Ubarrundia,780.58
2016,Eguzki-energia termikoa,Watt per capita,,,Arratzua-Ubarrundia,Arratzua-Ubarrundia,776.27
2017,Eguzki-energia termikoa,Watt per capita,,,Arratzua-Ubarrundia,Arratzua-Ubarrundia,771.76
2018,Eguzki-energia termikoa,Watt per capita,,,Arratzua-Ubarrundia,Arratzua-Ubarrundia,772.51
2019,Eguzki-energia termikoa,Watt per capita,,,Arratzua-Ubarrundia,Arratzua-Ubarrundia,771.02
2020,Eguzki-energia termikoa,Watt per capita,,,Arratzua-Ubarrundia,Arratzua-Ubarrundia,752.83
2021,Eguzki-energia termikoa,Watt per capita,,,Arratzua-Ubarrundia,Arratzua-Ubarrundia,745.1
2022,Eguzki-energia termikoa,Watt per capita,,,Arratzua-Ubarrundia,Arratzua-Ubarrundia,740.26
2010,Eguzki-energia termikoa,Watt per capita,,,Asparrena,Asparrena,160.96
2011,Eguzki-energia termikoa,Watt per capita,,,Asparrena,Asparrena,160.12
2012,Eguzki-energia termikoa,Watt per capita,,,Asparrena,Asparrena,162.11
2013,Eguzki-energia termikoa,Watt per capita,,,Asparrena,Asparrena,181.43
2014,Eguzki-energia termikoa,Watt per capita,,,Asparrena,Asparrena,244.2
2015,Eguzki-energia termikoa,Watt per capita,,,Asparrena,Asparrena,246.73
2016,Eguzki-energia termikoa,Watt per capita,,,Asparrena,Asparrena,289.51
2017,Eguzki-energia termikoa,Watt per capita,,,Asparrena,Asparrena,286.68
2018,Eguzki-energia termikoa,Watt per capita,,,Asparrena,Asparrena,291.49
2019,Eguzki-energia termikoa,Watt per capita,,,Asparrena,Asparrena,290.22
2020,Eguzki-energia termikoa,Watt per capita,,,Asparrena,Asparrena,283.05
2021,Eguzki-energia termikoa,Watt per capita,,,Asparrena,Asparrena,282.19
2022,Eguzki-energia termikoa,Watt per capita,,,Asparrena,Asparrena,287.38
2010,Eguzki-energia termikoa,Watt per capita,,Añana (comarca),,Añana (comarca),281.13
2011,Eguzki-energia termikoa,Watt per capita,,Añana (comarca),,Añana (comarca),324.25
2012,Eguzki-energia termikoa,Watt per capita,,Añana (comarca),,Añana (comarca),329.11
2013,Eguzki-energia termikoa,Watt per capita,,Añana (comarca),,Añana (comarca),363.03
2014,Eguzki-energia termikoa,Watt per capita,,Añana (comarca),,Añana (comarca),380.67
2015,Eguzki-energia termikoa,Watt per capita,,Añana (comarca),,Añana (comarca),383.64
2016,Eguzki-energia termikoa,Watt per capita,,Añana (comarca),,Añana (comarca),377.15
2017,Eguzki-energia termikoa,Watt per capita,,Añana (comarca),,Añana (comarca),374.49
2018,Eguzki-energia termikoa,Watt per capita,,Añana (comarca),,Añana (comarca),373.01
2019,Eguzki-energia termikoa,Watt per capita,,Añana (comarca),,Añana (comarca),369.38
2020,Eguzki-energia termikoa,Watt per capita,,Añana (comarca),,Añana (comarca),604.28
2021,Eguzki-energia termikoa,Watt per capita,,Añana (comarca),,Añana (comarca),603.89
2022,Eguzki-energia termikoa,Watt per capita,,Añana (comarca),,Añana (comarca),602.48
2010,Eguzki-energia termikoa,Watt per capita,,,Ayala/Aiara,Ayala/Aiara,297.14
2011,Eguzki-energia termikoa,Watt per capita,,,Ayala/Aiara,Ayala/Aiara,302.86
2012,Eguzki-energia termikoa,Watt per capita,,,Ayala/Aiara,Ayala/Aiara,310.79
2013,Eguzki-energia termikoa,Watt per capita,,,Ayala/Aiara,Ayala/Aiara,323.72
2014,Eguzki-energia termikoa,Watt per capita,,,Ayala/Aiara,Ayala/Aiara,329.18
2015,Eguzki-energia termikoa,Watt per capita,,,Ayala/Aiara,Ayala/Aiara,327.59
2016,Eguzki-energia termikoa,Watt per capita,,,Ayala/Aiara,Ayala/Aiara,327.78
2017,Eguzki-energia termikoa,Watt per capita,,,Ayala/Aiara,Ayala/Aiara,326.31
2018,Eguzki-energia termikoa,Watt per capita,,,Ayala/Aiara,Ayala/Aiara,325.75
2019,Eguzki-energia termikoa,Watt per capita,,,Ayala/Aiara,Ayala/Aiara,326.42
2020,Eguzki-energia termikoa,Watt per capita,,,Ayala/Aiara,Ayala/Aiara,324.41
2021,Eguzki-energia termikoa,Watt per capita,,,Ayala/Aiara,Ayala/Aiara,327.89
2022,Eguzki-energia termikoa,Watt per capita,,,Ayala/Aiara,Ayala/Aiara,327.67
2010,Eguzki-energia termikoa,Watt per capita,,,Baños de Ebro/Mañueta,Baños de Ebro/Mañueta,0.0
2011,Eguzki-energia termikoa,Watt per capita,,,Baños de Ebro/Mañueta,Baños de Ebro/Mañueta,0.0
2012,Eguzki-energia termikoa,Watt per capita,,,Baños de Ebro/Mañueta,Baños de Ebro/Mañueta,0.0
2013,Eguzki-energia termikoa,Watt per capita,,,Baños de Ebro/Mañueta,Baños de Ebro/Mañueta,0.0
2014,Eguzki-energia termikoa,Watt per capita,,,Baños de Ebro/Mañueta,Baños de Ebro/Mañueta,0.0
2015,Eguzki-energia termikoa,Watt per capita,,,Baños de Ebro/Mañueta,Baños de Ebro/Mañueta,0.0
2016,Eguzki-energia termikoa,Watt per capita,,,Baños de Ebro/Mañueta,Baños de Ebro/Mañueta,0.0
2017,Eguzki-energia termikoa,Watt per capita,,,Baños de Ebro/Mañueta,Baños de Ebro/Mañueta,0.0
2018,Eguzki-energia termikoa,Watt per capita,,,Baños de Ebro/Mañueta,Baños de Ebro/Mañueta,0.0
2019,Eguzki-energia termikoa,Watt per capita,,,Baños de Ebro/Mañueta,Baños de Ebro/Mañueta,0.0
2020,Eguzki-energia termikoa,Watt per capita,,,Baños de Ebro/Mañueta,Baños de Ebro/Mañueta,0.0
2021,Eguzki-energia termikoa,Watt per capita,,,Baños de Ebro/Mañueta,Baños de Ebro/Mañueta,0.0
2022,Eguzki-energia termikoa,Watt per capita,,,Baños de Ebro/Mañueta,Baños de Ebro/Mañueta,0.0
2010,Eguzki-energia termikoa,Watt per capita,,,Barrundia,Barrundia,502.68
2011,Eguzki-energia termikoa,Watt per capita,,,Barrundia,Barrundia,514.37
2012,Eguzki-energia termikoa,Watt per capita,,,Barrundia,Barrundia,528.3
2013,Eguzki-energia termikoa,Watt per capita,,,Barrundia,Barrundia,531.08
2014,Eguzki-energia termikoa,Watt per capita,,,Barrundia,Barrundia,668.69
2015,Eguzki-energia termikoa,Watt per capita,,,Barrundia,Barrundia,670.83
2016,Eguzki-energia termikoa,Watt per capita,,,Barrundia,Barrundia,659.69
2017,Eguzki-energia termikoa,Watt per capita,,,Barrundia,Barrundia,812.24
2018,Eguzki-energia termikoa,Watt per capita,,,Barrundia,Barrundia,814.81
2019,Eguzki-energia termikoa,Watt per capita,,,Barrundia,Barrundia,818.28
2020,Eguzki-energia termikoa,Watt per capita,,,Barrundia,Barrundia,829.74
2021,Eguzki-energia termikoa,Watt per capita,,,Barrundia,Barrundia,817.41
2022,Eguzki-energia termikoa,Watt per capita,,,Barrundia,Barrundia,834.24
2010,Eguzki-energia termikoa,Watt per capita,,,Berantevilla,Berantevilla,0.0
2011,Eguzki-energia termikoa,Watt per capita,,,Berantevilla,Berantevilla,0.0
2012,Eguzki-energia termikoa,Watt per capita,,,Berantevilla,Berantevilla,0.0
2013,Eguzki-energia termikoa,Watt per capita,,,Berantevilla,Berantevilla,0.0
2014,Eguzki-energia termikoa,Watt per capita,,,Berantevilla,Berantevilla,0.0
2015,Eguzki-energia termikoa,Watt per capita,,,Berantevilla,Berantevilla,0.0
2016,Eguzki-energia termikoa,Watt per capita,,,Berantevilla,Berantevilla,0.0
2017,Eguzki-energia termikoa,Watt per capita,,,Berantevilla,Berantevilla,0.0
2018,Eguzki-energia termikoa,Watt per capita,,,Berantevilla,Berantevilla,0.0
2019,Eguzki-energia termikoa,Watt per capita,,,Berantevilla,Berantevilla,0.0
2020,Eguzki-energia termikoa,Watt per capita,,,Berantevilla,Berantevilla,0.0
2021,Eguzki-energia termikoa,Watt per capita,,,Berantevilla,Berantevilla,0.0
2022,Eguzki-energia termikoa,Watt per capita,,,Berantevilla,Berantevilla,0.0
2010,Eguzki-energia termikoa,Watt per capita,,,Bernedo,Bernedo,181.98
2011,Eguzki-energia termikoa,Watt per capita,,,Bernedo,Bernedo,179.8
2012,Eguzki-energia termikoa,Watt per capita,,,Bernedo,Bernedo,216.5
2013,Eguzki-energia termikoa,Watt per capita,,,Bernedo,Bernedo,262.97
2014,Eguzki-energia termikoa,Watt per capita,,,Bernedo,Bernedo,305.19
2015,Eguzki-energia termikoa,Watt per capita,,,Bernedo,Bernedo,319.42
2016,Eguzki-energia termikoa,Watt per capita,,,Bernedo,Bernedo,366.35
2017,Eguzki-energia termikoa,Watt per capita,,,Bernedo,Bernedo,369.81
2018,Eguzki-energia termikoa,Watt per capita,,,Bernedo,Bernedo,379.11
2019,Eguzki-energia termikoa,Watt per capita,,,Bernedo,Bernedo,369.81
2020,Eguzki-energia termikoa,Watt per capita,,,Bernedo,Bernedo,361.63
2021,Eguzki-energia termikoa,Watt per capita,,,Bernedo,Bernedo,346.29
2022,Eguzki-energia termikoa,Watt per capita,,,Bernedo,Bernedo,358.32
2010,Eguzki-energia termikoa,Watt per capita,,,Campezo/Kanpezu,Campezo/Kanpezu,796.59
2011,Eguzki-energia termikoa,Watt per capita,,,Campezo/Kanpezu,Campezo/Kanpezu,788.12
2012,Eguzki-energia termikoa,Watt per capita,,,Campezo/Kanpezu,Campezo/Kanpezu,788.12
2013,Eguzki-energia termikoa,Watt per capita,,,Campezo/Kanpezu,Campezo/Kanpezu,875.81
2014,Eguzki-energia termikoa,Watt per capita,,,Campezo/Kanpezu,Campezo/Kanpezu,887.68
2015,Eguzki-energia termikoa,Watt per capita,,,Campezo/Kanpezu,Campezo/Kanpezu,896.96
2016,Eguzki-energia termikoa,Watt per capita,,,Campezo/Kanpezu,Campezo/Kanpezu,897.44
2017,Eguzki-energia termikoa,Watt per capita,,,Campezo/Kanpezu,Campezo/Kanpezu,896.26
2018,Eguzki-energia termikoa,Watt per capita,,,Campezo/Kanpezu,Campezo/Kanpezu,899.63
2019,Eguzki-energia termikoa,Watt per capita,,,Campezo/Kanpezu,Campezo/Kanpezu,903.86
2020,Eguzki-energia termikoa,Watt per capita,,,Campezo/Kanpezu,Campezo/Kanpezu,872.61
2021,Eguzki-energia termikoa,Watt per capita,,,Campezo/Kanpezu,Campezo/Kanpezu,851.69
2022,Eguzki-energia termikoa,Watt per capita,,,Campezo/Kanpezu,Campezo/Kanpezu,860.86
2010,Eguzki-energia termikoa,Watt per capita,,,Zigoitia,Zigoitia,425.22
2011,Eguzki-energia termikoa,Watt per capita,,,Zigoitia,Zigoitia,420.4
2012,Eguzki-energia termikoa,Watt per capita,,,Zigoitia,Zigoitia,455.41
2013,Eguzki-energia termikoa,Watt per capita,,,Zigoitia,Zigoitia,507.36
2014,Eguzki-energia termikoa,Watt per capita,,,Zigoitia,Zigoitia,546.76
2015,Eguzki-energia termikoa,Watt per capita,,,Zigoitia,Zigoitia,613.79
2016,Eguzki-energia termikoa,Watt per capita,,,Zigoitia,Zigoitia,663.97
2017,Eguzki-energia termikoa,Watt per capita,,,Zigoitia,Zigoitia,749.27
2018,Eguzki-energia termikoa,Watt per capita,,,Zigoitia,Zigoitia,752.34
2019,Eguzki-energia termikoa,Watt per capita,,,Zigoitia,Zigoitia,754.54
2020,Eguzki-energia termikoa,Watt per capita,,,Zigoitia,Zigoitia,704.98
2021,Eguzki-energia termikoa,Watt per capita,,,Zigoitia,Zigoitia,700.0
2022,Eguzki-energia termikoa,Watt per capita,,,Zigoitia,Zigoitia,702.67
2010,Eguzki-energia termikoa,Watt per capita,,,Kripan,Kripan,0.0
2011,Eguzki-energia termikoa,Watt per capita,,,Kripan,Kripan,0.0
2012,Eguzki-energia termikoa,Watt per capita,,,Kripan,Kripan,0.0
2013,Eguzki-energia termikoa,Watt per capita,,,Kripan,Kripan,0.0
2014,Eguzki-energia termikoa,Watt per capita,,,Kripan,Kripan,0.0
2015,Eguzki-energia termikoa,Watt per capita,,,Kripan,Kripan,0.0
2016,Eguzki-energia termikoa,Watt per capita,,,Kripan,Kripan,0.0
2017,Eguzki-energia termikoa,Watt per capita,,,Kripan,Kripan,0.0
2018,Eguzki-energia termikoa,Watt per capita,,,Kripan,Kripan,0.0
2019,Eguzki-energia termikoa,Watt per capita,,,Kripan,Kripan,0.0
2020,Eguzki-energia termikoa,Watt per capita,,,Kripan,Kripan,0.0
2021,Eguzki-energia termikoa,Watt per capita,,,Kripan,Kripan,0.0
2022,Eguzki-energia termikoa,Watt per capita,,,Kripan,Kripan,0.0
2010,Eguzki-energia termikoa,Watt per capita,,Arabako Lautada / Llanada Alavesa,,Arabako Lautada / Llanada Alavesa,132.66
2011,Eguzki-energia termikoa,Watt per capita,,Arabako Lautada / Llanada Alavesa,,Arabako Lautada / Llanada Alavesa,132.9
2012,Eguzki-energia termikoa,Watt per capita,,Arabako Lautada / Llanada Alavesa,,Arabako Lautada / Llanada Alavesa,136.56
2013,Eguzki-energia termikoa,Watt per capita,,Arabako Lautada / Llanada Alavesa,,Arabako Lautada / Llanada Alavesa,137.27
2014,Eguzki-energia termikoa,Watt per capita,,Arabako Lautada / Llanada Alavesa,,Arabako Lautada / Llanada Alavesa,142.84
2015,Eguzki-energia termikoa,Watt per capita,,Arabako Lautada / Llanada Alavesa,,Arabako Lautada / Llanada Alavesa,142.39
2016,Eguzki-energia termikoa,Watt per capita,,Arabako Lautada / Llanada Alavesa,,Arabako Lautada / Llanada Alavesa,146.07
2017,Eguzki-energia termikoa,Watt per capita,,Arabako Lautada / Llanada Alavesa,,Arabako Lautada / Llanada Alavesa,152.87
2018,Eguzki-energia termikoa,Watt per capita,,Arabako Lautada / Llanada Alavesa,,Arabako Lautada / Llanada Alavesa,156.37
2019,Eguzki-energia termikoa,Watt per capita,,Arabako Lautada / Llanada Alavesa,,Arabako Lautada / Llanada Alavesa,175.88
2020,Eguzki-energia termikoa,Watt per capita,,Arabako Lautada / Llanada Alavesa,,Arabako Lautada / Llanada Alavesa,183.74
2021,Eguzki-energia termikoa,Watt per capita,,Arabako Lautada / Llanada Alavesa,,Arabako Lautada / Llanada Alavesa,184.78
2022,Eguzki-energia termikoa,Watt per capita,,Arabako Lautada / Llanada Alavesa,,Arabako Lautada / Llanada Alavesa,186.87
2010,Eguzki-energia termikoa,Watt per capita,,,Kuartango,Kuartango,541.67
2011,Eguzki-energia termikoa,Watt per capita,,,Kuartango,Kuartango,530.61
2012,Eguzki-energia termikoa,Watt per capita,,,Kuartango,Kuartango,530.61
2019,Eguzki-energia termikoa,Watt per capita,,,Kuartango,Kuartango,997.31
2020,Eguzki-energia termikoa,Watt per capita,,,Kuartango,Kuartango,941.63
2021,Eguzki-energia termikoa,Watt per capita,,,Kuartango,Kuartango,916.05
2022,Eguzki-energia termikoa,Watt per capita,,,Kuartango,Kuartango,966.15
2010,Eguzki-energia termikoa,Watt per capita,,,Elburgo/Burgelu,Elburgo/Burgelu,228.97
2011,Eguzki-energia termikoa,Watt per capita,,,Elburgo/Burgelu,Elburgo/Burgelu,226.5
2012,Eguzki-energia termikoa,Watt per capita,,,Elburgo/Burgelu,Elburgo/Burgelu,227.91
2013,Eguzki-energia termikoa,Watt per capita,,,Elburgo/Burgelu,Elburgo/Burgelu,314.73
2014,Eguzki-energia termikoa,Watt per capita,,,Elburgo/Burgelu,Elburgo/Burgelu,318.99
2015,Eguzki-energia termikoa,Watt per capita,,,Elburgo/Burgelu,Elburgo/Burgelu,316.48
2016,Eguzki-energia termikoa,Watt per capita,,,Elburgo/Burgelu,Elburgo/Burgelu,317.19
2017,Eguzki-energia termikoa,Watt per capita,,,Elburgo/Burgelu,Elburgo/Burgelu,488.12
2018,Eguzki-energia termikoa,Watt per capita,,,Elburgo/Burgelu,Elburgo/Burgelu,491.23
2019,Eguzki-energia termikoa,Watt per capita,,,Elburgo/Burgelu,Elburgo/Burgelu,483.52
2020,Eguzki-energia termikoa,Watt per capita,,,Elburgo/Burgelu,Elburgo/Burgelu,470.95
2021,Eguzki-energia termikoa,Watt per capita,,,Elburgo/Burgelu,Elburgo/Burgelu,473.84
2022,Eguzki-energia termikoa,Watt per capita,,,Elburgo/Burgelu,Elburgo/Burgelu,468.08
2010,Eguzki-energia termikoa,Watt per capita,,,Elciego,Elciego,0.0
2011,Eguzki-energia termikoa,Watt per capita,,,Elciego,Elciego,0.0
2012,Eguzki-energia termikoa,Watt per capita,,,Elciego,Elciego,0.0
2013,Eguzki-energia termikoa,Watt per capita,,,Elciego,Elciego,0.0
2014,Eguzki-energia termikoa,Watt per capita,,,Elciego,Elciego,0.0
2015,Eguzki-energia termikoa,Watt per capita,,,Elciego,Elciego,0.0
2016,Eguzki-energia termikoa,Watt per capita,,,Elciego,Elciego,0.0
2017,Eguzki-energia termikoa,Watt per capita,,,Elciego,Elciego,0.0
2018,Eguzki-energia termikoa,Watt per capita,,,Elciego,Elciego,0.0
2019,Eguzki-energia termikoa,Watt per capita,,,Elciego,Elciego,0.0
2020,Eguzki-energia termikoa,Watt per capita,,,Elciego,Elciego,47.71
2021,Eguzki-energia termikoa,Watt per capita,,,Elciego,Elciego,48.42
2022,Eguzki-energia termikoa,Watt per capita,,,Elciego,Elciego,48.37
2010,Eguzki-energia termikoa,Watt per capita,,,Elvillar/Bilar,Elvillar/Bilar,0.0
2011,Eguzki-energia termikoa,Watt per capita,,,Elvillar/Bilar,Elvillar/Bilar,0.0
2012,Eguzki-energia termikoa,Watt per capita,,,Elvillar/Bilar,Elvillar/Bilar,0.0
2013,Eguzki-energia termikoa,Watt per capita,,,Elvillar/Bilar,Elvillar/Bilar,0.0
2014,Eguzki-energia termikoa,Watt per capita,,,Elvillar/Bilar,Elvillar/Bilar,0.0
2015,Eguzki-energia termikoa,Watt per capita,,,Elvillar/Bilar,Elvillar/Bilar,0.0
2016,Eguzki-energia termikoa,Watt per capita,,,Elvillar/Bilar,Elvillar/Bilar,0.0
2017,Eguzki-energia termikoa,Watt per capita,,,Elvillar/Bilar,Elvillar/Bilar,0.0
2018,Eguzki-energia termikoa,Watt per capita,,,Elvillar/Bilar,Elvillar/Bilar,0.0
2019,Eguzki-energia termikoa,Watt per capita,,,Elvillar/Bilar,Elvillar/Bilar,0.0
2020,Eguzki-energia termikoa,Watt per capita,,,Elvillar/Bilar,Elvillar/Bilar,0.0
2021,Eguzki-energia termikoa,Watt per capita,,,Elvillar/Bilar,Elvillar/Bilar,0.0
2022,Eguzki-energia termikoa,Watt per capita,,,Elvillar/Bilar,Elvillar/Bilar,0.0
2010,Eguzki-energia termikoa,Watt per capita,,,Iruraiz-Gauna,Iruraiz-Gauna,0.0
2011,Eguzki-energia termikoa,Watt per capita,,,Iruraiz-Gauna,Iruraiz-Gauna,0.0
2012,Eguzki-energia termikoa,Watt per capita,,,Iruraiz-Gauna,Iruraiz-Gauna,0.0
2013,Eguzki-energia termikoa,Watt per capita,,,Iruraiz-Gauna,Iruraiz-Gauna,0.0
2014,Eguzki-energia termikoa,Watt per capita,,,Iruraiz-Gauna,Iruraiz-Gauna,128.57
2015,Eguzki-energia termikoa,Watt per capita,,,Iruraiz-Gauna,Iruraiz-Gauna,127.39
2016,Eguzki-energia termikoa,Watt per capita,,,Iruraiz-Gauna,Iruraiz-Gauna,194.8
2017,Eguzki-energia termikoa,Watt per capita,,,Iruraiz-Gauna,Iruraiz-Gauna,197.0
2018,Eguzki-energia termikoa,Watt per capita,,,Iruraiz-Gauna,Iruraiz-Gauna,197.74
2019,Eguzki-energia termikoa,Watt per capita,,,Iruraiz-Gauna,Iruraiz-Gauna,192.31
2020,Eguzki-energia termikoa,Watt per capita,,,Iruraiz-Gauna,Iruraiz-Gauna,186.17
2021,Eguzki-energia termikoa,Watt per capita,,,Iruraiz-Gauna,Iruraiz-Gauna,183.25
2022,Eguzki-energia termikoa,Watt per capita,,,Iruraiz-Gauna,Iruraiz-Gauna,229.31
2010,Eguzki-energia termikoa,Watt per capita,,,Labastida/Bastida,Labastida/Bastida,0.0
2011,Eguzki-energia termikoa,Watt per capita,,,Labastida/Bastida,Labastida/Bastida,0.0
2012,Eguzki-energia termikoa,Watt per capita,,,Labastida/Bastida,Labastida/Bastida,0.0
2013,Eguzki-energia termikoa,Watt per capita,,,Labastida/Bastida,Labastida/Bastida,0.0
2014,Eguzki-energia termikoa,Watt per capita,,,Labastida/Bastida,Labastida/Bastida,0.0
2015,Eguzki-energia termikoa,Watt per capita,,,Labastida/Bastida,Labastida/Bastida,0.0
2016,Eguzki-energia termikoa,Watt per capita,,,Labastida/Bastida,Labastida/Bastida,0.0
2017,Eguzki-energia termikoa,Watt per capita,,,Labastida/Bastida,Labastida/Bastida,0.0
2018,Eguzki-energia termikoa,Watt per capita,,,Labastida/Bastida,Labastida/Bastida,0.0
2019,Eguzki-energia termikoa,Watt per capita,,,Labastida/Bastida,Labastida/Bastida,17.93
2020,Eguzki-energia termikoa,Watt per capita,,,Labastida/Bastida,Labastida/Bastida,17.52
2021,Eguzki-energia termikoa,Watt per capita,,,Labastida/Bastida,Labastida/Bastida,17.46
2022,Eguzki-energia termikoa,Watt per capita,,,Labastida/Bastida,Labastida/Bastida,17.01
2010,Eguzki-energia termikoa,Watt per capita,,Arabako Mendialdea / Montaña Alavesa,,Arabako Mendialdea / Montaña Alavesa,416.67
2011,Eguzki-energia termikoa,Watt per capita,,Arabako Mendialdea / Montaña Alavesa,,Arabako Mendialdea / Montaña Alavesa,414.46
2012,Eguzki-energia termikoa,Watt per capita,,Arabako Mendialdea / Montaña Alavesa,,Arabako Mendialdea / Montaña Alavesa,437.23
2013,Eguzki-energia termikoa,Watt per capita,,Arabako Mendialdea / Montaña Alavesa,,Arabako Mendialdea / Montaña Alavesa,477.64
2014,Eguzki-energia termikoa,Watt per capita,,Arabako Mendialdea / Montaña Alavesa,,Arabako Mendialdea / Montaña Alavesa,502.96
2015,Eguzki-energia termikoa,Watt per capita,,Arabako Mendialdea / Montaña Alavesa,,Arabako Mendialdea / Montaña Alavesa,507.21
2016,Eguzki-energia termikoa,Watt per capita,,Arabako Mendialdea / Montaña Alavesa,,Arabako Mendialdea / Montaña Alavesa,511.8
2017,Eguzki-energia termikoa,Watt per capita,,Arabako Mendialdea / Montaña Alavesa,,Arabako Mendialdea / Montaña Alavesa,515.77
2018,Eguzki-energia termikoa,Watt per capita,,Arabako Mendialdea / Montaña Alavesa,,Arabako Mendialdea / Montaña Alavesa,525.76
2019,Eguzki-energia termikoa,Watt per capita,,Arabako Mendialdea / Montaña Alavesa,,Arabako Mendialdea / Montaña Alavesa,523.32
2020,Eguzki-energia termikoa,Watt per capita,,Arabako Mendialdea / Montaña Alavesa,,Arabako Mendialdea / Montaña Alavesa,497.48
2021,Eguzki-energia termikoa,Watt per capita,,Arabako Mendialdea / Montaña Alavesa,,Arabako Mendialdea / Montaña Alavesa,487.82
2022,Eguzki-energia termikoa,Watt per capita,,Arabako Mendialdea / Montaña Alavesa,,Arabako Mendialdea / Montaña Alavesa,493.14
2010,Eguzki-energia termikoa,Watt per capita,,,Lagrán,Lagrán,0.0
2011,Eguzki-energia termikoa,Watt per capita,,,Lagrán,Lagrán,0.0
2012,Eguzki-energia termikoa,Watt per capita,,,Lagrán,Lagrán,0.0
2013,Eguzki-energia termikoa,Watt per capita,,,Lagrán,Lagrán,0.0
2014,Eguzki-energia termikoa,Watt per capita,,,Lagrán,Lagrán,0.0
2015,Eguzki-energia termikoa,Watt per capita,,,Lagrán,Lagrán,0.0
2016,Eguzki-energia termikoa,Watt per capita,,,Lagrán,Lagrán,0.0
2017,Eguzki-energia termikoa,Watt per capita,,,Lagrán,Lagrán,0.0
2018,Eguzki-energia termikoa,Watt per capita,,,Lagrán,Lagrán,0.0
2019,Eguzki-energia termikoa,Watt per capita,,,Lagrán,Lagrán,0.0
2020,Eguzki-energia termikoa,Watt per capita,,,Lagrán,Lagrán,0.0
2021,Eguzki-energia termikoa,Watt per capita,,,Lagrán,Lagrán,0.0
2022,Eguzki-energia termikoa,Watt per capita,,,Lagrán,Lagrán,0.0
2010,Eguzki-energia termikoa,Watt per capita,,,Laguardia,Laguardia,8.77
2011,Eguzki-energia termikoa,Watt per capita,,,Laguardia,Laguardia,8.74
2012,Eguzki-energia termikoa,Watt per capita,,,Laguardia,Laguardia,8.71
2013,Eguzki-energia termikoa,Watt per capita,,,Laguardia,Laguardia,8.79
2014,Eguzki-energia termikoa,Watt per capita,,,Laguardia,Laguardia,9.19
2015,Eguzki-energia termikoa,Watt per capita,,,Laguardia,Laguardia,9.49
2016,Eguzki-energia termikoa,Watt per capita,,,Laguardia,Laguardia,9.04
2017,Eguzki-energia termikoa,Watt per capita,,,Laguardia,Laguardia,8.92
2018,Eguzki-energia termikoa,Watt per capita,,,Laguardia,Laguardia,9.04
2019,Eguzki-energia termikoa,Watt per capita,,,Laguardia,Laguardia,9.13
2020,Eguzki-energia termikoa,Watt per capita,,,Laguardia,Laguardia,9.14
2021,Eguzki-energia termikoa,Watt per capita,,,Laguardia,Laguardia,9.02
2022,Eguzki-energia termikoa,Watt per capita,,,Laguardia,Laguardia,9.0
2010,Eguzki-energia termikoa,Watt per capita,,,Lanciego/Lantziego,Lanciego/Lantziego,0.0
2011,Eguzki-energia termikoa,Watt per capita,,,Lanciego/Lantziego,Lanciego/Lantziego,0.0
2012,Eguzki-energia termikoa,Watt per capita,,,Lanciego/Lantziego,Lanciego/Lantziego,0.0
2013,Eguzki-energia termikoa,Watt per capita,,,Lanciego/Lantziego,Lanciego/Lantziego,0.0
2014,Eguzki-energia termikoa,Watt per capita,,,Lanciego/Lantziego,Lanciego/Lantziego,0.0
2015,Eguzki-energia termikoa,Watt per capita,,,Lanciego/Lantziego,Lanciego/Lantziego,0.0
2016,Eguzki-energia termikoa,Watt per capita,,,Lanciego/Lantziego,Lanciego/Lantziego,0.0
2017,Eguzki-energia termikoa,Watt per capita,,,Lanciego/Lantziego,Lanciego/Lantziego,0.0
2018,Eguzki-energia termikoa,Watt per capita,,,Lanciego/Lantziego,Lanciego/Lantziego,0.0
2019,Eguzki-energia termikoa,Watt per capita,,,Lanciego/Lantziego,Lanciego/Lantziego,0.0
2020,Eguzki-energia termikoa,Watt per capita,,,Lanciego/Lantziego,Lanciego/Lantziego,0.0
2021,Eguzki-energia termikoa,Watt per capita,,,Lanciego/Lantziego,Lanciego/Lantziego,0.0
2022,Eguzki-energia termikoa,Watt per capita,,,Lanciego/Lantziego,Lanciego/Lantziego,0.0
2010,Eguzki-energia termikoa,Watt per capita,,,Lapuebla de Labarca,Lapuebla de Labarca,0.0
2011,Eguzki-energia termikoa,Watt per capita,,,Lapuebla de Labarca,Lapuebla de Labarca,0.0
2012,Eguzki-energia termikoa,Watt per capita,,,Lapuebla de Labarca,Lapuebla de Labarca,0.0
2013,Eguzki-energia termikoa,Watt per capita,,,Lapuebla de Labarca,Lapuebla de Labarca,0.0
2014,Eguzki-energia termikoa,Watt per capita,,,Lapuebla de Labarca,Lapuebla de Labarca,0.0
2015,Eguzki-energia termikoa,Watt per capita,,,Lapuebla de Labarca,Lapuebla de Labarca,0.0
2016,Eguzki-energia termikoa,Watt per capita,,,Lapuebla de Labarca,Lapuebla de Labarca,0.0
2017,Eguzki-energia termikoa,Watt per capita,,,Lapuebla de Labarca,Lapuebla de Labarca,0.0
