Year,Energia iturri berriztagarria,Units,Lurraldea,Eskualdea,Udalerria,GeoCode,Value
2018,Eguzki-energia termikoa,Watt per capita,,,Lapuebla de Labarca,Lapuebla de Labarca,0.0
2019,Eguzki-energia termikoa,Watt per capita,,,Lapuebla de Labarca,Lapuebla de Labarca,0.0
2020,Eguzki-energia termikoa,Watt per capita,,,Lapuebla de Labarca,Lapuebla de Labarca,0.0
2021,Eguzki-energia termikoa,Watt per capita,,,Lapuebla de Labarca,Lapuebla de Labarca,0.0
2022,Eguzki-energia termikoa,Watt per capita,,,Lapuebla de Labarca,Lapuebla de Labarca,0.0
2010,Eguzki-energia termikoa,Watt per capita,,,Leza,Leza,0.0
2011,Eguzki-energia termikoa,Watt per capita,,,Leza,Leza,0.0
2012,Eguzki-energia termikoa,Watt per capita,,,Leza,Leza,0.0
2013,Eguzki-energia termikoa,Watt per capita,,,Leza,Leza,0.0
2014,Eguzki-energia termikoa,Watt per capita,,,Leza,Leza,0.0
2015,Eguzki-energia termikoa,Watt per capita,,,Leza,Leza,0.0
2016,Eguzki-energia termikoa,Watt per capita,,,Leza,Leza,0.0
2017,Eguzki-energia termikoa,Watt per capita,,,Leza,Leza,0.0
2018,Eguzki-energia termikoa,Watt per capita,,,Leza,Leza,0.0
2019,Eguzki-energia termikoa,Watt per capita,,,Leza,Leza,0.0
2020,Eguzki-energia termikoa,Watt per capita,,,Leza,Leza,0.0
2021,Eguzki-energia termikoa,Watt per capita,,,Leza,Leza,0.0
2022,Eguzki-energia termikoa,Watt per capita,,,Leza,Leza,0.0
2010,Eguzki-energia termikoa,Watt per capita,,,Laudio/Llodio,Laudio/Llodio,117.01
2011,Eguzki-energia termikoa,Watt per capita,,,Laudio/Llodio,Laudio/Llodio,118.76
2012,Eguzki-energia termikoa,Watt per capita,,,Laudio/Llodio,Laudio/Llodio,118.6
2013,Eguzki-energia termikoa,Watt per capita,,,Laudio/Llodio,Laudio/Llodio,118.99
2014,Eguzki-energia termikoa,Watt per capita,,,Laudio/Llodio,Laudio/Llodio,119.77
2015,Eguzki-energia termikoa,Watt per capita,,,Laudio/Llodio,Laudio/Llodio,120.44
2016,Eguzki-energia termikoa,Watt per capita,,,Laudio/Llodio,Laudio/Llodio,119.84
2017,Eguzki-energia termikoa,Watt per capita,,,Laudio/Llodio,Laudio/Llodio,119.53
2018,Eguzki-energia termikoa,Watt per capita,,,Laudio/Llodio,Laudio/Llodio,120.2
2019,Eguzki-energia termikoa,Watt per capita,,,Laudio/Llodio,Laudio/Llodio,120.16
2020,Eguzki-energia termikoa,Watt per capita,,,Laudio/Llodio,Laudio/Llodio,121.77
2021,Eguzki-energia termikoa,Watt per capita,,,Laudio/Llodio,Laudio/Llodio,122.33
2022,Eguzki-energia termikoa,Watt per capita,,,Laudio/Llodio,Laudio/Llodio,122.3
2010,Eguzki-energia termikoa,Watt per capita,,,Arraia-Maeztu,Arraia-Maeztu,309.82
2011,Eguzki-energia termikoa,Watt per capita,,,Arraia-Maeztu,Arraia-Maeztu,303.93
2012,Eguzki-energia termikoa,Watt per capita,,,Arraia-Maeztu,Arraia-Maeztu,354.31
2013,Eguzki-energia termikoa,Watt per capita,,,Arraia-Maeztu,Arraia-Maeztu,364.79
2014,Eguzki-energia termikoa,Watt per capita,,,Arraia-Maeztu,Arraia-Maeztu,418.81
2015,Eguzki-energia termikoa,Watt per capita,,,Arraia-Maeztu,Arraia-Maeztu,412.4
2016,Eguzki-energia termikoa,Watt per capita,,,Arraia-Maeztu,Arraia-Maeztu,408.33
2017,Eguzki-energia termikoa,Watt per capita,,,Arraia-Maeztu,Arraia-Maeztu,411.19
2018,Eguzki-energia termikoa,Watt per capita,,,Arraia-Maeztu,Arraia-Maeztu,401.64
2019,Eguzki-energia termikoa,Watt per capita,,,Arraia-Maeztu,Arraia-Maeztu,401.64
2020,Eguzki-energia termikoa,Watt per capita,,,Arraia-Maeztu,Arraia-Maeztu,369.81
2021,Eguzki-energia termikoa,Watt per capita,,,Arraia-Maeztu,Arraia-Maeztu,367.5
2022,Eguzki-energia termikoa,Watt per capita,,,Arraia-Maeztu,Arraia-Maeztu,362.96
2010,Eguzki-energia termikoa,Watt per capita,,,Moreda de Álava/Moreda Araba,Moreda de Álava/Moreda Araba,369.72
2011,Eguzki-energia termikoa,Watt per capita,,,Moreda de Álava/Moreda Araba,Moreda de Álava/Moreda Araba,375.0
2012,Eguzki-energia termikoa,Watt per capita,,,Moreda de Álava/Moreda Araba,Moreda de Álava/Moreda Araba,383.22
2013,Eguzki-energia termikoa,Watt per capita,,,Moreda de Álava/Moreda Araba,Moreda de Álava/Moreda Araba,387.46
2014,Eguzki-energia termikoa,Watt per capita,,,Moreda de Álava/Moreda Araba,Moreda de Álava/Moreda Araba,406.79
2015,Eguzki-energia termikoa,Watt per capita,,,Moreda de Álava/Moreda Araba,Moreda de Álava/Moreda Araba,411.45
2016,Eguzki-energia termikoa,Watt per capita,,,Moreda de Álava/Moreda Araba,Moreda de Álava/Moreda Araba,379.06
2017,Eguzki-energia termikoa,Watt per capita,,,Moreda de Álava/Moreda Araba,Moreda de Álava/Moreda Araba,368.42
2018,Eguzki-energia termikoa,Watt per capita,,,Moreda de Álava/Moreda Araba,Moreda de Álava/Moreda Araba,377.7
2019,Eguzki-energia termikoa,Watt per capita,,,Moreda de Álava/Moreda Araba,Moreda de Álava/Moreda Araba,390.33
2020,Eguzki-energia termikoa,Watt per capita,,,Moreda de Álava/Moreda Araba,Moreda de Álava/Moreda Araba,410.16
2021,Eguzki-energia termikoa,Watt per capita,,,Moreda de Álava/Moreda Araba,Moreda de Álava/Moreda Araba,403.84
2022,Eguzki-energia termikoa,Watt per capita,,,Moreda de Álava/Moreda Araba,Moreda de Álava/Moreda Araba,415.02
2010,Eguzki-energia termikoa,Watt per capita,,Arabako Errioxa / Rioja Alavesa,,Arabako Errioxa / Rioja Alavesa,80.53
2011,Eguzki-energia termikoa,Watt per capita,,Arabako Errioxa / Rioja Alavesa,,Arabako Errioxa / Rioja Alavesa,80.42
2012,Eguzki-energia termikoa,Watt per capita,,Arabako Errioxa / Rioja Alavesa,,Arabako Errioxa / Rioja Alavesa,81.64
2013,Eguzki-energia termikoa,Watt per capita,,Arabako Errioxa / Rioja Alavesa,,Arabako Errioxa / Rioja Alavesa,81.65
2014,Eguzki-energia termikoa,Watt per capita,,Arabako Errioxa / Rioja Alavesa,,Arabako Errioxa / Rioja Alavesa,81.68
2015,Eguzki-energia termikoa,Watt per capita,,Arabako Errioxa / Rioja Alavesa,,Arabako Errioxa / Rioja Alavesa,82.29
2016,Eguzki-energia termikoa,Watt per capita,,Arabako Errioxa / Rioja Alavesa,,Arabako Errioxa / Rioja Alavesa,82.11
2017,Eguzki-energia termikoa,Watt per capita,,Arabako Errioxa / Rioja Alavesa,,Arabako Errioxa / Rioja Alavesa,81.98
2018,Eguzki-energia termikoa,Watt per capita,,Arabako Errioxa / Rioja Alavesa,,Arabako Errioxa / Rioja Alavesa,81.85
2019,Eguzki-energia termikoa,Watt per capita,,Arabako Errioxa / Rioja Alavesa,,Arabako Errioxa / Rioja Alavesa,83.71
2020,Eguzki-energia termikoa,Watt per capita,,Arabako Errioxa / Rioja Alavesa,,Arabako Errioxa / Rioja Alavesa,87.97
2021,Eguzki-energia termikoa,Watt per capita,,Arabako Errioxa / Rioja Alavesa,,Arabako Errioxa / Rioja Alavesa,87.68
2022,Eguzki-energia termikoa,Watt per capita,,Arabako Errioxa / Rioja Alavesa,,Arabako Errioxa / Rioja Alavesa,87.49
2010,Eguzki-energia termikoa,Watt per capita,,,Navaridas,Navaridas,0.0
2011,Eguzki-energia termikoa,Watt per capita,,,Navaridas,Navaridas,0.0
2012,Eguzki-energia termikoa,Watt per capita,,,Navaridas,Navaridas,0.0
2013,Eguzki-energia termikoa,Watt per capita,,,Navaridas,Navaridas,0.0
2014,Eguzki-energia termikoa,Watt per capita,,,Navaridas,Navaridas,0.0
2015,Eguzki-energia termikoa,Watt per capita,,,Navaridas,Navaridas,0.0
2016,Eguzki-energia termikoa,Watt per capita,,,Navaridas,Navaridas,0.0
2017,Eguzki-energia termikoa,Watt per capita,,,Navaridas,Navaridas,0.0
2018,Eguzki-energia termikoa,Watt per capita,,,Navaridas,Navaridas,0.0
2019,Eguzki-energia termikoa,Watt per capita,,,Navaridas,Navaridas,0.0
2020,Eguzki-energia termikoa,Watt per capita,,,Navaridas,Navaridas,0.0
2021,Eguzki-energia termikoa,Watt per capita,,,Navaridas,Navaridas,0.0
2022,Eguzki-energia termikoa,Watt per capita,,,Navaridas,Navaridas,0.0
2010,Eguzki-energia termikoa,Watt per capita,,,Okondo,Okondo,0.0
2011,Eguzki-energia termikoa,Watt per capita,,,Okondo,Okondo,0.0
2012,Eguzki-energia termikoa,Watt per capita,,,Okondo,Okondo,0.0
2013,Eguzki-energia termikoa,Watt per capita,,,Okondo,Okondo,0.0
2014,Eguzki-energia termikoa,Watt per capita,,,Okondo,Okondo,0.0
2015,Eguzki-energia termikoa,Watt per capita,,,Okondo,Okondo,0.0
2016,Eguzki-energia termikoa,Watt per capita,,,Okondo,Okondo,0.0
2017,Eguzki-energia termikoa,Watt per capita,,,Okondo,Okondo,0.0
2018,Eguzki-energia termikoa,Watt per capita,,,Okondo,Okondo,0.0
2019,Eguzki-energia termikoa,Watt per capita,,,Okondo,Okondo,0.0
2020,Eguzki-energia termikoa,Watt per capita,,,Okondo,Okondo,0.0
2021,Eguzki-energia termikoa,Watt per capita,,,Okondo,Okondo,0.0
2022,Eguzki-energia termikoa,Watt per capita,,,Okondo,Okondo,0.0
2010,Eguzki-energia termikoa,Watt per capita,,,Oyón-Oion,Oyón-Oion,110.29
2011,Eguzki-energia termikoa,Watt per capita,,,Oyón-Oion,Oyón-Oion,110.19
2012,Eguzki-energia termikoa,Watt per capita,,,Oyón-Oion,Oyón-Oion,110.55
2013,Eguzki-energia termikoa,Watt per capita,,,Oyón-Oion,Oyón-Oion,109.5
2014,Eguzki-energia termikoa,Watt per capita,,,Oyón-Oion,Oyón-Oion,109.49
2015,Eguzki-energia termikoa,Watt per capita,,,Oyón-Oion,Oyón-Oion,109.07
2016,Eguzki-energia termikoa,Watt per capita,,,Oyón-Oion,Oyón-Oion,108.26
2017,Eguzki-energia termikoa,Watt per capita,,,Oyón-Oion,Oyón-Oion,107.07
2018,Eguzki-energia termikoa,Watt per capita,,,Oyón-Oion,Oyón-Oion,106.09
2019,Eguzki-energia termikoa,Watt per capita,,,Oyón-Oion,Oyón-Oion,105.37
2020,Eguzki-energia termikoa,Watt per capita,,,Oyón-Oion,Oyón-Oion,104.01
2021,Eguzki-energia termikoa,Watt per capita,,,Oyón-Oion,Oyón-Oion,104.48
2022,Eguzki-energia termikoa,Watt per capita,,,Oyón-Oion,Oyón-Oion,104.24
2010,Eguzki-energia termikoa,Watt per capita,,,Peñacerrada-Urizaharra,Peñacerrada-Urizaharra,0.0
2011,Eguzki-energia termikoa,Watt per capita,,,Peñacerrada-Urizaharra,Peñacerrada-Urizaharra,0.0
2012,Eguzki-energia termikoa,Watt per capita,,,Peñacerrada-Urizaharra,Peñacerrada-Urizaharra,0.0
2013,Eguzki-energia termikoa,Watt per capita,,,Peñacerrada-Urizaharra,Peñacerrada-Urizaharra,0.0
2014,Eguzki-energia termikoa,Watt per capita,,,Peñacerrada-Urizaharra,Peñacerrada-Urizaharra,0.0
2015,Eguzki-energia termikoa,Watt per capita,,,Peñacerrada-Urizaharra,Peñacerrada-Urizaharra,0.0
2016,Eguzki-energia termikoa,Watt per capita,,,Peñacerrada-Urizaharra,Peñacerrada-Urizaharra,0.0
2017,Eguzki-energia termikoa,Watt per capita,,,Peñacerrada-Urizaharra,Peñacerrada-Urizaharra,0.0
2018,Eguzki-energia termikoa,Watt per capita,,,Peñacerrada-Urizaharra,Peñacerrada-Urizaharra,97.56
2019,Eguzki-energia termikoa,Watt per capita,,,Peñacerrada-Urizaharra,Peñacerrada-Urizaharra,97.22
2020,Eguzki-energia termikoa,Watt per capita,,,Peñacerrada-Urizaharra,Peñacerrada-Urizaharra,87.23
2021,Eguzki-energia termikoa,Watt per capita,,,Peñacerrada-Urizaharra,Peñacerrada-Urizaharra,84.59
2022,Eguzki-energia termikoa,Watt per capita,,,Peñacerrada-Urizaharra,Peñacerrada-Urizaharra,86.16
2010,Eguzki-energia termikoa,Watt per capita,,,Erriberagoitia/Ribera Alta,Erriberagoitia/Ribera Alta,81.49
2011,Eguzki-energia termikoa,Watt per capita,,,Erriberagoitia/Ribera Alta,Erriberagoitia/Ribera Alta,79.73
2012,Eguzki-energia termikoa,Watt per capita,,,Erriberagoitia/Ribera Alta,Erriberagoitia/Ribera Alta,82.16
2013,Eguzki-energia termikoa,Watt per capita,,,Erriberagoitia/Ribera Alta,Erriberagoitia/Ribera Alta,83.13
2014,Eguzki-energia termikoa,Watt per capita,,,Erriberagoitia/Ribera Alta,Erriberagoitia/Ribera Alta,194.54
2015,Eguzki-energia termikoa,Watt per capita,,,Erriberagoitia/Ribera Alta,Erriberagoitia/Ribera Alta,203.28
2016,Eguzki-energia termikoa,Watt per capita,,,Erriberagoitia/Ribera Alta,Erriberagoitia/Ribera Alta,204.13
2017,Eguzki-energia termikoa,Watt per capita,,,Erriberagoitia/Ribera Alta,Erriberagoitia/Ribera Alta,203.15
2018,Eguzki-energia termikoa,Watt per capita,,,Erriberagoitia/Ribera Alta,Erriberagoitia/Ribera Alta,200.96
2019,Eguzki-energia termikoa,Watt per capita,,,Erriberagoitia/Ribera Alta,Erriberagoitia/Ribera Alta,202.41
2020,Eguzki-energia termikoa,Watt per capita,,,Erriberagoitia/Ribera Alta,Erriberagoitia/Ribera Alta,191.35
2021,Eguzki-energia termikoa,Watt per capita,,,Erriberagoitia/Ribera Alta,Erriberagoitia/Ribera Alta,225.81
2022,Eguzki-energia termikoa,Watt per capita,,,Erriberagoitia/Ribera Alta,Erriberagoitia/Ribera Alta,207.29
2010,Eguzki-energia termikoa,Watt per capita,,,Ribera Baja/Erribera Beitia,Ribera Baja/Erribera Beitia,224.04
2011,Eguzki-energia termikoa,Watt per capita,,,Ribera Baja/Erribera Beitia,Ribera Baja/Erribera Beitia,217.99
2012,Eguzki-energia termikoa,Watt per capita,,,Ribera Baja/Erribera Beitia,Ribera Baja/Erribera Beitia,216.79
2013,Eguzki-energia termikoa,Watt per capita,,,Ribera Baja/Erribera Beitia,Ribera Baja/Erribera Beitia,213.7
2014,Eguzki-energia termikoa,Watt per capita,,,Ribera Baja/Erribera Beitia,Ribera Baja/Erribera Beitia,210.84
2015,Eguzki-energia termikoa,Watt per capita,,,Ribera Baja/Erribera Beitia,Ribera Baja/Erribera Beitia,211.13
2016,Eguzki-energia termikoa,Watt per capita,,,Ribera Baja/Erribera Beitia,Ribera Baja/Erribera Beitia,203.62
2017,Eguzki-energia termikoa,Watt per capita,,,Ribera Baja/Erribera Beitia,Ribera Baja/Erribera Beitia,200.26
2018,Eguzki-energia termikoa,Watt per capita,,,Ribera Baja/Erribera Beitia,Ribera Baja/Erribera Beitia,201.92
2019,Eguzki-energia termikoa,Watt per capita,,,Ribera Baja/Erribera Beitia,Ribera Baja/Erribera Beitia,196.75
2010,Eguzki-energia termikoa,Watt per capita,,,Añana,Añana,404.62
2011,Eguzki-energia termikoa,Watt per capita,,,Añana,Añana,402.3
2012,Eguzki-energia termikoa,Watt per capita,,,Añana,Añana,421.69
2013,Eguzki-energia termikoa,Watt per capita,,,Añana,Añana,395.48
2014,Eguzki-energia termikoa,Watt per capita,,,Añana,Añana,418.34
2015,Eguzki-energia termikoa,Watt per capita,,,Añana,Añana,411.05
2016,Eguzki-energia termikoa,Watt per capita,,,Añana,Añana,391.06
2017,Eguzki-energia termikoa,Watt per capita,,,Añana,Añana,388.89
2018,Eguzki-energia termikoa,Watt per capita,,,Añana,Añana,376.34
2019,Eguzki-energia termikoa,Watt per capita,,,Añana,Añana,391.06
2020,Eguzki-energia termikoa,Watt per capita,,,Añana,Añana,400.0
2021,Eguzki-energia termikoa,Watt per capita,,,Añana,Añana,393.26
2022,Eguzki-energia termikoa,Watt per capita,,,Añana,Añana,393.26
2010,Eguzki-energia termikoa,Watt per capita,,Gorbeialdea / Estribaciones del Gorbea,,Gorbeialdea / Estribaciones del Gorbea,338.57
2011,Eguzki-energia termikoa,Watt per capita,,Gorbeialdea / Estribaciones del Gorbea,,Gorbeialdea / Estribaciones del Gorbea,335.55
2012,Eguzki-energia termikoa,Watt per capita,,Gorbeialdea / Estribaciones del Gorbea,,Gorbeialdea / Estribaciones del Gorbea,361.26
2013,Eguzki-energia termikoa,Watt per capita,,Gorbeialdea / Estribaciones del Gorbea,,Gorbeialdea / Estribaciones del Gorbea,389.29
2014,Eguzki-energia termikoa,Watt per capita,,Gorbeialdea / Estribaciones del Gorbea,,Gorbeialdea / Estribaciones del Gorbea,402.21
2015,Eguzki-energia termikoa,Watt per capita,,Gorbeialdea / Estribaciones del Gorbea,,Gorbeialdea / Estribaciones del Gorbea,414.72
2016,Eguzki-energia termikoa,Watt per capita,,Gorbeialdea / Estribaciones del Gorbea,,Gorbeialdea / Estribaciones del Gorbea,424.36
2017,Eguzki-energia termikoa,Watt per capita,,Gorbeialdea / Estribaciones del Gorbea,,Gorbeialdea / Estribaciones del Gorbea,455.47
2018,Eguzki-energia termikoa,Watt per capita,,Gorbeialdea / Estribaciones del Gorbea,,Gorbeialdea / Estribaciones del Gorbea,454.33
2019,Eguzki-energia termikoa,Watt per capita,,Gorbeialdea / Estribaciones del Gorbea,,Gorbeialdea / Estribaciones del Gorbea,453.4
2020,Eguzki-energia termikoa,Watt per capita,,Gorbeialdea / Estribaciones del Gorbea,,Gorbeialdea / Estribaciones del Gorbea,440.34
2021,Eguzki-energia termikoa,Watt per capita,,Gorbeialdea / Estribaciones del Gorbea,,Gorbeialdea / Estribaciones del Gorbea,442.67
2022,Eguzki-energia termikoa,Watt per capita,,Gorbeialdea / Estribaciones del Gorbea,,Gorbeialdea / Estribaciones del Gorbea,441.78
2010,Eguzki-energia termikoa,Watt per capita,,,Agurain/Salvatierra,Agurain/Salvatierra,9.97
2011,Eguzki-energia termikoa,Watt per capita,,,Agurain/Salvatierra,Agurain/Salvatierra,9.71
2012,Eguzki-energia termikoa,Watt per capita,,,Agurain/Salvatierra,Agurain/Salvatierra,38.42
2013,Eguzki-energia termikoa,Watt per capita,,,Agurain/Salvatierra,Agurain/Salvatierra,38.74
2014,Eguzki-energia termikoa,Watt per capita,,,Agurain/Salvatierra,Agurain/Salvatierra,38.12
2015,Eguzki-energia termikoa,Watt per capita,,,Agurain/Salvatierra,Agurain/Salvatierra,37.75
2016,Eguzki-energia termikoa,Watt per capita,,,Agurain/Salvatierra,Agurain/Salvatierra,37.36
2017,Eguzki-energia termikoa,Watt per capita,,,Agurain/Salvatierra,Agurain/Salvatierra,37.41
2018,Eguzki-energia termikoa,Watt per capita,,,Agurain/Salvatierra,Agurain/Salvatierra,37.01
2019,Eguzki-energia termikoa,Watt per capita,,,Agurain/Salvatierra,Agurain/Salvatierra,36.62
2020,Eguzki-energia termikoa,Watt per capita,,,Agurain/Salvatierra,Agurain/Salvatierra,37.59
2021,Eguzki-energia termikoa,Watt per capita,,,Agurain/Salvatierra,Agurain/Salvatierra,37.43
2022,Eguzki-energia termikoa,Watt per capita,,,Agurain/Salvatierra,Agurain/Salvatierra,37.3
2010,Eguzki-energia termikoa,Watt per capita,,,San Millán/Donemiliaga,San Millán/Donemiliaga,369.92
2011,Eguzki-energia termikoa,Watt per capita,,,San Millán/Donemiliaga,San Millán/Donemiliaga,371.43
2012,Eguzki-energia termikoa,Watt per capita,,,San Millán/Donemiliaga,San Millán/Donemiliaga,359.68
2013,Eguzki-energia termikoa,Watt per capita,,,San Millán/Donemiliaga,San Millán/Donemiliaga,366.93
2014,Eguzki-energia termikoa,Watt per capita,,,San Millán/Donemiliaga,San Millán/Donemiliaga,414.88
2015,Eguzki-energia termikoa,Watt per capita,,,San Millán/Donemiliaga,San Millán/Donemiliaga,417.14
2016,Eguzki-energia termikoa,Watt per capita,,,San Millán/Donemiliaga,San Millán/Donemiliaga,420.19
2017,Eguzki-energia termikoa,Watt per capita,,,San Millán/Donemiliaga,San Millán/Donemiliaga,421.92
2018,Eguzki-energia termikoa,Watt per capita,,,San Millán/Donemiliaga,San Millán/Donemiliaga,417.91
2019,Eguzki-energia termikoa,Watt per capita,,,San Millán/Donemiliaga,San Millán/Donemiliaga,424.24
2020,Eguzki-energia termikoa,Watt per capita,,,San Millán/Donemiliaga,San Millán/Donemiliaga,420.76
2021,Eguzki-energia termikoa,Watt per capita,,,San Millán/Donemiliaga,San Millán/Donemiliaga,421.92
2022,Eguzki-energia termikoa,Watt per capita,,,San Millán/Donemiliaga,San Millán/Donemiliaga,420.76
2010,Eguzki-energia termikoa,Watt per capita,,,Urkabustaiz,Urkabustaiz,115.01
2011,Eguzki-energia termikoa,Watt per capita,,,Urkabustaiz,Urkabustaiz,112.08
2012,Eguzki-energia termikoa,Watt per capita,,,Urkabustaiz,Urkabustaiz,126.5
2013,Eguzki-energia termikoa,Watt per capita,,,Urkabustaiz,Urkabustaiz,128.05
2014,Eguzki-energia termikoa,Watt per capita,,,Urkabustaiz,Urkabustaiz,126.99
2015,Eguzki-energia termikoa,Watt per capita,,,Urkabustaiz,Urkabustaiz,123.02
2016,Eguzki-energia termikoa,Watt per capita,,,Urkabustaiz,Urkabustaiz,120.52
2017,Eguzki-energia termikoa,Watt per capita,,,Urkabustaiz,Urkabustaiz,120.09
2018,Eguzki-energia termikoa,Watt per capita,,,Urkabustaiz,Urkabustaiz,117.08
2019,Eguzki-energia termikoa,Watt per capita,,,Urkabustaiz,Urkabustaiz,115.86
2020,Eguzki-energia termikoa,Watt per capita,,,Urkabustaiz,Urkabustaiz,116.03
2021,Eguzki-energia termikoa,Watt per capita,,,Urkabustaiz,Urkabustaiz,116.26
2022,Eguzki-energia termikoa,Watt per capita,,,Urkabustaiz,Urkabustaiz,113.97
2010,Eguzki-energia termikoa,Watt per capita,,,Valdegovía/Gaubea,Valdegovía/Gaubea,844.19
2010,Eguzki-energia termikoa,Watt per capita,,,Harana/Valle de Arana,Harana/Valle de Arana,382.26
2011,Eguzki-energia termikoa,Watt per capita,,,Harana/Valle de Arana,Harana/Valle de Arana,395.76
2012,Eguzki-energia termikoa,Watt per capita,,,Harana/Valle de Arana,Harana/Valle de Arana,413.29
2013,Eguzki-energia termikoa,Watt per capita,,,Harana/Valle de Arana,Harana/Valle de Arana,422.64
2014,Eguzki-energia termikoa,Watt per capita,,,Harana/Valle de Arana,Harana/Valle de Arana,438.56
2015,Eguzki-energia termikoa,Watt per capita,,,Harana/Valle de Arana,Harana/Valle de Arana,449.39
2016,Eguzki-energia termikoa,Watt per capita,,,Harana/Valle de Arana,Harana/Valle de Arana,451.61
2017,Eguzki-energia termikoa,Watt per capita,,,Harana/Valle de Arana,Harana/Valle de Arana,455.29
2018,Eguzki-energia termikoa,Watt per capita,,,Harana/Valle de Arana,Harana/Valle de Arana,470.59
2019,Eguzki-energia termikoa,Watt per capita,,,Harana/Valle de Arana,Harana/Valle de Arana,474.58
2020,Eguzki-energia termikoa,Watt per capita,,,Harana/Valle de Arana,Harana/Valle de Arana,468.62
2021,Eguzki-energia termikoa,Watt per capita,,,Harana/Valle de Arana,Harana/Valle de Arana,476.6
2022,Eguzki-energia termikoa,Watt per capita,,,Harana/Valle de Arana,Harana/Valle de Arana,489.08
2010,Eguzki-energia termikoa,Watt per capita,,,Villabuena de Álava/Eskuernaga,Villabuena de Álava/Eskuernaga,126.89
2011,Eguzki-energia termikoa,Watt per capita,,,Villabuena de Álava/Eskuernaga,Villabuena de Álava/Eskuernaga,128.84
2012,Eguzki-energia termikoa,Watt per capita,,,Villabuena de Álava/Eskuernaga,Villabuena de Álava/Eskuernaga,132.91
2013,Eguzki-energia termikoa,Watt per capita,,,Villabuena de Álava/Eskuernaga,Villabuena de Álava/Eskuernaga,132.91
2014,Eguzki-energia termikoa,Watt per capita,,,Villabuena de Álava/Eskuernaga,Villabuena de Álava/Eskuernaga,140.46
2015,Eguzki-energia termikoa,Watt per capita,,,Villabuena de Álava/Eskuernaga,Villabuena de Álava/Eskuernaga,147.12
2016,Eguzki-energia termikoa,Watt per capita,,,Villabuena de Álava/Eskuernaga,Villabuena de Álava/Eskuernaga,138.61
