Year,Series,Sexua,Cobertura,Residencia,Discapacidad,Lurraldea,Eskualdea,Udalerria,Units,GeoCode,Value
2018,EU_COV_DIA,,,,PD,,,Itsasondo,PLAZA,Itsasondo,0.0
2019,EU_COV_DIA,,,,PD,,,Itsasondo,PLAZA,Itsasondo,0.0
2015,EU_COV_DIA,,,,PD,,,Itsasondo,PLAZA,Itsasondo,0.0
2011,EU_COV_DIA,,,,PD,,,Itsasondo,PLAZA,Itsasondo,0.0
2017,EU_COV_DIA,,,,PD,,,Itsasondo,PLAZA,Itsasondo,0.0
2010,EU_COV_DIA,,,,PD,,,Itsasondo,PLAZA,Itsasondo,0.0
2013,EU_COV_DIA,,,,PD,,,Itsasondo,PLAZA,Itsasondo,0.0
2014,EU_COV_DIA,,,,PD,,,Itsasondo,PLAZA,Itsasondo,0.0
2019,EU_COV_DIA,,,,PD,,,Iurreta,PLAZA,Iurreta,0.0
2010,EU_COV_DIA,,,,PD,,,Iurreta,PLAZA,Iurreta,0.0
2014,EU_COV_DIA,,,,PD,,,Iurreta,PLAZA,Iurreta,0.0
2018,EU_COV_DIA,,,,PD,,,Iurreta,PLAZA,Iurreta,0.0
2011,EU_COV_DIA,,,,PD,,,Iurreta,PLAZA,Iurreta,0.0
2015,EU_COV_DIA,,,,PD,,,Iurreta,PLAZA,Iurreta,0.0
2016,EU_COV_DIA,,,,PD,,,Iurreta,PLAZA,Iurreta,0.0
2013,EU_COV_DIA,,,,PD,,,Iurreta,PLAZA,Iurreta,0.0
2017,EU_COV_DIA,,,,PD,,,Iurreta,PLAZA,Iurreta,0.0
2019,EU_COV_DIA,,,,PD,,,Izurtza,PLAZA,Izurtza,0.0
2015,EU_COV_DIA,,,,PD,,,Izurtza,PLAZA,Izurtza,0.0
2011,EU_COV_DIA,,,,PD,,,Izurtza,PLAZA,Izurtza,0.0
2013,EU_COV_DIA,,,,PD,,,Izurtza,PLAZA,Izurtza,0.0
2018,EU_COV_DIA,,,,PD,,,Izurtza,PLAZA,Izurtza,0.0
2017,EU_COV_DIA,,,,PD,,,Izurtza,PLAZA,Izurtza,0.0
2016,EU_COV_DIA,,,,PD,,,Izurtza,PLAZA,Izurtza,0.0
2014,EU_COV_DIA,,,,PD,,,Izurtza,PLAZA,Izurtza,0.0
2010,EU_COV_DIA,,,,PD,,,Izurtza,PLAZA,Izurtza,0.0
2010,EU_COV_DIA,,,,PD,,,Karrantza Harana/Valle de Carranza,PLAZA,Karrantza Harana/Valle de Carranza,0.0
2014,EU_COV_DIA,,,,PD,,,Karrantza Harana/Valle de Carranza,PLAZA,Karrantza Harana/Valle de Carranza,0.0
2015,EU_COV_DIA,,,,PD,,,Karrantza Harana/Valle de Carranza,PLAZA,Karrantza Harana/Valle de Carranza,0.0
2011,EU_COV_DIA,,,,PD,,,Karrantza Harana/Valle de Carranza,PLAZA,Karrantza Harana/Valle de Carranza,0.0
2019,EU_COV_DIA,,,,PD,,,Karrantza Harana/Valle de Carranza,PLAZA,Karrantza Harana/Valle de Carranza,0.0
2018,EU_COV_DIA,,,,PD,,,Karrantza Harana/Valle de Carranza,PLAZA,Karrantza Harana/Valle de Carranza,0.0
2017,EU_COV_DIA,,,,PD,,,Karrantza Harana/Valle de Carranza,PLAZA,Karrantza Harana/Valle de Carranza,0.0
2013,EU_COV_DIA,,,,PD,,,Karrantza Harana/Valle de Carranza,PLAZA,Karrantza Harana/Valle de Carranza,0.0
2016,EU_COV_DIA,,,,PD,,,Karrantza Harana/Valle de Carranza,PLAZA,Karrantza Harana/Valle de Carranza,0.0
2016,EU_COV_DIA,,,,PD,,,Kortezubi,PLAZA,Kortezubi,0.0
2018,EU_COV_DIA,,,,PD,,,Kortezubi,PLAZA,Kortezubi,0.0
2010,EU_COV_DIA,,,,PD,,,Kortezubi,PLAZA,Kortezubi,0.0
2017,EU_COV_DIA,,,,PD,,,Kortezubi,PLAZA,Kortezubi,0.0
2015,EU_COV_DIA,,,,PD,,,Kortezubi,PLAZA,Kortezubi,0.0
2019,EU_COV_DIA,,,,PD,,,Kortezubi,PLAZA,Kortezubi,0.0
2013,EU_COV_DIA,,,,PD,,,Kortezubi,PLAZA,Kortezubi,0.0
2014,EU_COV_DIA,,,,PD,,,Kortezubi,PLAZA,Kortezubi,0.0
2011,EU_COV_DIA,,,,PD,,,Kortezubi,PLAZA,Kortezubi,0.0
2014,EU_COV_DIA,,,,PD,,,Kripan,PLAZA,Kripan,0.0
2016,EU_COV_DIA,,,,PD,,,Kripan,PLAZA,Kripan,0.0
2010,EU_COV_DIA,,,,PD,,,Kripan,PLAZA,Kripan,0.0
2019,EU_COV_DIA,,,,PD,,,Kripan,PLAZA,Kripan,0.0
2015,EU_COV_DIA,,,,PD,,,Kripan,PLAZA,Kripan,0.0
2018,EU_COV_DIA,,,,PD,,,Kripan,PLAZA,Kripan,0.0
2017,EU_COV_DIA,,,,PD,,,Kripan,PLAZA,Kripan,0.0
2011,EU_COV_DIA,,,,PD,,,Kripan,PLAZA,Kripan,0.0
2013,EU_COV_DIA,,,,PD,,,Kripan,PLAZA,Kripan,0.0
2015,EU_COV_DIA,,,,PD,,,Kuartango,PLAZA,Kuartango,0.0
2016,EU_COV_DIA,,,,PD,,,Kuartango,PLAZA,Kuartango,0.0
2017,EU_COV_DIA,,,,PD,,,Kuartango,PLAZA,Kuartango,0.0
2019,EU_COV_DIA,,,,PD,,,Kuartango,PLAZA,Kuartango,0.0
2018,EU_COV_DIA,,,,PD,,,Kuartango,PLAZA,Kuartango,0.0
2011,EU_COV_DIA,,,,PD,,,Kuartango,PLAZA,Kuartango,0.0
2014,EU_COV_DIA,,,,PD,,,Kuartango,PLAZA,Kuartango,0.0
2010,EU_COV_DIA,,,,PD,,,Kuartango,PLAZA,Kuartango,0.0
2013,EU_COV_DIA,,,,PD,,,Kuartango,PLAZA,Kuartango,0.0
2016,EU_COV_DIA,,,,PD,,,Labastida/Bastida,PLAZA,Labastida/Bastida,0.0
2013,EU_COV_DIA,,,,PD,,,Labastida/Bastida,PLAZA,Labastida/Bastida,0.0
2015,EU_COV_DIA,,,,PD,,,Labastida/Bastida,PLAZA,Labastida/Bastida,0.0
2010,EU_COV_DIA,,,,PD,,,Labastida/Bastida,PLAZA,Labastida/Bastida,0.0
2019,EU_COV_DIA,,,,PD,,,Labastida/Bastida,PLAZA,Labastida/Bastida,0.0
2018,EU_COV_DIA,,,,PD,,,Labastida/Bastida,PLAZA,Labastida/Bastida,0.0
2017,EU_COV_DIA,,,,PD,,,Labastida/Bastida,PLAZA,Labastida/Bastida,0.0
2011,EU_COV_DIA,,,,PD,,,Labastida/Bastida,PLAZA,Labastida/Bastida,0.0
2014,EU_COV_DIA,,,,PD,,,Labastida/Bastida,PLAZA,Labastida/Bastida,0.0
2018,EU_COV_DIA,,,,PD,,,Lagrán,PLAZA,Lagrán,0.0
2016,EU_COV_DIA,,,,PD,,,Lagrán,PLAZA,Lagrán,0.0
2017,EU_COV_DIA,,,,PD,,,Lagrán,PLAZA,Lagrán,0.0
2014,EU_COV_DIA,,,,PD,,,Lagrán,PLAZA,Lagrán,0.0
2013,EU_COV_DIA,,,,PD,,,Lagrán,PLAZA,Lagrán,0.0
2010,EU_COV_DIA,,,,PD,,,Lagrán,PLAZA,Lagrán,0.0
2019,EU_COV_DIA,,,,PD,,,Lagrán,PLAZA,Lagrán,0.0
2015,EU_COV_DIA,,,,PD,,,Lagrán,PLAZA,Lagrán,0.0
2011,EU_COV_DIA,,,,PD,,,Lagrán,PLAZA,Lagrán,0.0
2018,EU_COV_DIA,,,,PD,,,Laguardia,PLAZA,Laguardia,0.0
2011,EU_COV_DIA,,,,PD,,,Laguardia,PLAZA,Laguardia,0.0
2016,EU_COV_DIA,,,,PD,,,Laguardia,PLAZA,Laguardia,0.0
2014,EU_COV_DIA,,,,PD,,,Laguardia,PLAZA,Laguardia,0.0
2017,EU_COV_DIA,,,,PD,,,Laguardia,PLAZA,Laguardia,0.0
2010,EU_COV_DIA,,,,PD,,,Laguardia,PLAZA,Laguardia,0.0
2019,EU_COV_DIA,,,,PD,,,Laguardia,PLAZA,Laguardia,0.0
2015,EU_COV_DIA,,,,PD,,,Laguardia,PLAZA,Laguardia,0.0
2013,EU_COV_DIA,,,,PD,,,Laguardia,PLAZA,Laguardia,0.0
2019,EU_COV_DIA,,,,PD,,,Lanciego/Lantziego,PLAZA,Lanciego/Lantziego,0.0
2018,EU_COV_DIA,,,,PD,,,Lanciego/Lantziego,PLAZA,Lanciego/Lantziego,0.0
2013,EU_COV_DIA,,,,PD,,,Lanciego/Lantziego,PLAZA,Lanciego/Lantziego,0.0
2014,EU_COV_DIA,,,,PD,,,Lanciego/Lantziego,PLAZA,Lanciego/Lantziego,0.0
2011,EU_COV_DIA,,,,PD,,,Lanciego/Lantziego,PLAZA,Lanciego/Lantziego,0.0
2015,EU_COV_DIA,,,,PD,,,Lanciego/Lantziego,PLAZA,Lanciego/Lantziego,0.0
2010,EU_COV_DIA,,,,PD,,,Lanciego/Lantziego,PLAZA,Lanciego/Lantziego,0.0
2017,EU_COV_DIA,,,,PD,,,Lanciego/Lantziego,PLAZA,Lanciego/Lantziego,0.0
2016,EU_COV_DIA,,,,PD,,,Lanciego/Lantziego,PLAZA,Lanciego/Lantziego,0.0
2017,EU_COV_DIA,,,,PD,,,Lanestosa,PLAZA,Lanestosa,0.0
2016,EU_COV_DIA,,,,PD,,,Lanestosa,PLAZA,Lanestosa,0.0
2014,EU_COV_DIA,,,,PD,,,Lanestosa,PLAZA,Lanestosa,0.0
2013,EU_COV_DIA,,,,PD,,,Lanestosa,PLAZA,Lanestosa,0.0
2018,EU_COV_DIA,,,,PD,,,Lanestosa,PLAZA,Lanestosa,0.0
2015,EU_COV_DIA,,,,PD,,,Lanestosa,PLAZA,Lanestosa,0.0
2011,EU_COV_DIA,,,,PD,,,Lanestosa,PLAZA,Lanestosa,0.0
2010,EU_COV_DIA,,,,PD,,,Lanestosa,PLAZA,Lanestosa,0.0
2019,EU_COV_DIA,,,,PD,,,Lanestosa,PLAZA,Lanestosa,0.0
2019,EU_COV_DIA,,,,PD,,,Lantarón,PLAZA,Lantarón,0.0
2013,EU_COV_DIA,,,,PD,,,Lantarón,PLAZA,Lantarón,0.0
2016,EU_COV_DIA,,,,PD,,,Lantarón,PLAZA,Lantarón,0.0
2011,EU_COV_DIA,,,,PD,,,Lantarón,PLAZA,Lantarón,0.0
2014,EU_COV_DIA,,,,PD,,,Lantarón,PLAZA,Lantarón,0.0
2018,EU_COV_DIA,,,,PD,,,Lantarón,PLAZA,Lantarón,0.0
2017,EU_COV_DIA,,,,PD,,,Lantarón,PLAZA,Lantarón,0.0
2015,EU_COV_DIA,,,,PD,,,Lantarón,PLAZA,Lantarón,0.0
2010,EU_COV_DIA,,,,PD,,,Lantarón,PLAZA,Lantarón,0.0
2017,EU_COV_DIA,,,,PD,,,Lapuebla de Labarca,PLAZA,Lapuebla de Labarca,0.0
2011,EU_COV_DIA,,,,PD,,,Lapuebla de Labarca,PLAZA,Lapuebla de Labarca,0.0
2013,EU_COV_DIA,,,,PD,,,Lapuebla de Labarca,PLAZA,Lapuebla de Labarca,0.0
2019,EU_COV_DIA,,,,PD,,,Lapuebla de Labarca,PLAZA,Lapuebla de Labarca,0.0
2016,EU_COV_DIA,,,,PD,,,Lapuebla de Labarca,PLAZA,Lapuebla de Labarca,0.0
2015,EU_COV_DIA,,,,PD,,,Lapuebla de Labarca,PLAZA,Lapuebla de Labarca,0.0
2010,EU_COV_DIA,,,,PD,,,Lapuebla de Labarca,PLAZA,Lapuebla de Labarca,0.0
2018,EU_COV_DIA,,,,PD,,,Lapuebla de Labarca,PLAZA,Lapuebla de Labarca,0.0
2014,EU_COV_DIA,,,,PD,,,Lapuebla de Labarca,PLAZA,Lapuebla de Labarca,0.0
2017,EU_COV_DIA,,,,PD,,,Larrabetzu,PLAZA,Larrabetzu,0.0
2010,EU_COV_DIA,,,,PD,,,Larrabetzu,PLAZA,Larrabetzu,0.0
2016,EU_COV_DIA,,,,PD,,,Larrabetzu,PLAZA,Larrabetzu,0.0
2013,EU_COV_DIA,,,,PD,,,Larrabetzu,PLAZA,Larrabetzu,0.0
2015,EU_COV_DIA,,,,PD,,,Larrabetzu,PLAZA,Larrabetzu,0.0
2014,EU_COV_DIA,,,,PD,,,Larrabetzu,PLAZA,Larrabetzu,0.0
2011,EU_COV_DIA,,,,PD,,,Larrabetzu,PLAZA,Larrabetzu,0.0
2019,EU_COV_DIA,,,,PD,,,Larrabetzu,PLAZA,Larrabetzu,0.0
2018,EU_COV_DIA,,,,PD,,,Larrabetzu,PLAZA,Larrabetzu,0.0
2014,EU_COV_DIA,,,,PD,,,Larraul,PLAZA,Larraul,0.0
2011,EU_COV_DIA,,,,PD,,,Larraul,PLAZA,Larraul,0.0
2010,EU_COV_DIA,,,,PD,,,Larraul,PLAZA,Larraul,0.0
2013,EU_COV_DIA,,,,PD,,,Larraul,PLAZA,Larraul,0.0
2018,EU_COV_DIA,,,,PD,,,Larraul,PLAZA,Larraul,0.0
2017,EU_COV_DIA,,,,PD,,,Larraul,PLAZA,Larraul,0.0
2015,EU_COV_DIA,,,,PD,,,Larraul,PLAZA,Larraul,0.0
2019,EU_COV_DIA,,,,PD,,,Larraul,PLAZA,Larraul,0.0
2016,EU_COV_DIA,,,,PD,,,Larraul,PLAZA,Larraul,0.0
2017,EU_COV_DIA,,,,PD,,,Lasarte-Oria,PLAZA,Lasarte-Oria,0.0
2011,EU_COV_DIA,,,,PD,,,Lasarte-Oria,PLAZA,Lasarte-Oria,0.0
2018,EU_COV_DIA,,,,PD,,,Lasarte-Oria,PLAZA,Lasarte-Oria,0.0
2015,EU_COV_DIA,,,,PD,,,Lasarte-Oria,PLAZA,Lasarte-Oria,0.0
2010,EU_COV_DIA,,,,PD,,,Lasarte-Oria,PLAZA,Lasarte-Oria,0.0
2016,EU_COV_DIA,,,,PD,,,Lasarte-Oria,PLAZA,Lasarte-Oria,0.0
2013,EU_COV_DIA,,,,PD,,,Lasarte-Oria,PLAZA,Lasarte-Oria,0.0
2019,EU_COV_DIA,,,,PD,,,Lasarte-Oria,PLAZA,Lasarte-Oria,0.0
2014,EU_COV_DIA,,,,PD,,,Lasarte-Oria,PLAZA,Lasarte-Oria,0.0
2014,EU_COV_DIA,,,,PD,,,Laudio/Llodio,PLAZA,Laudio/Llodio,0.0
2011,EU_COV_DIA,,,,PD,,,Laudio/Llodio,PLAZA,Laudio/Llodio,0.0
2016,EU_COV_DIA,,,,PD,,,Laudio/Llodio,PLAZA,Laudio/Llodio,0.0
2018,EU_COV_DIA,,,,PD,,,Laudio/Llodio,PLAZA,Laudio/Llodio,0.0
2010,EU_COV_DIA,,,,PD,,,Laudio/Llodio,PLAZA,Laudio/Llodio,0.0
2015,EU_COV_DIA,,,,PD,,,Laudio/Llodio,PLAZA,Laudio/Llodio,0.0
2017,EU_COV_DIA,,,,PD,,,Laudio/Llodio,PLAZA,Laudio/Llodio,0.0
2019,EU_COV_DIA,,,,PD,,,Laudio/Llodio,PLAZA,Laudio/Llodio,0.0
2013,EU_COV_DIA,,,,PD,,,Laudio/Llodio,PLAZA,Laudio/Llodio,0.0
2011,EU_COV_DIA,,,,PD,,,Laukiz,PLAZA,Laukiz,0.0
2015,EU_COV_DIA,,,,PD,,,Laukiz,PLAZA,Laukiz,0.0
2017,EU_COV_DIA,,,,PD,,,Laukiz,PLAZA,Laukiz,0.0
2018,EU_COV_DIA,,,,PD,,,Laukiz,PLAZA,Laukiz,0.0
2010,EU_COV_DIA,,,,PD,,,Laukiz,PLAZA,Laukiz,0.0
2016,EU_COV_DIA,,,,PD,,,Laukiz,PLAZA,Laukiz,0.0
2014,EU_COV_DIA,,,,PD,,,Laukiz,PLAZA,Laukiz,0.0
2019,EU_COV_DIA,,,,PD,,,Laukiz,PLAZA,Laukiz,0.0
2013,EU_COV_DIA,,,,PD,,,Laukiz,PLAZA,Laukiz,0.0
2018,EU_COV_DIA,,,,PD,,,Lazkao,PLAZA,Lazkao,0.0
2010,EU_COV_DIA,,,,PD,,,Lazkao,PLAZA,Lazkao,0.0
2014,EU_COV_DIA,,,,PD,,,Lazkao,PLAZA,Lazkao,0.0
2017,EU_COV_DIA,,,,PD,,,Lazkao,PLAZA,Lazkao,0.0
2019,EU_COV_DIA,,,,PD,,,Lazkao,PLAZA,Lazkao,0.0
2016,EU_COV_DIA,,,,PD,,,Lazkao,PLAZA,Lazkao,0.0
2015,EU_COV_DIA,,,,PD,,,Lazkao,PLAZA,Lazkao,0.0
2013,EU_COV_DIA,,,,PD,,,Lazkao,PLAZA,Lazkao,0.0
2011,EU_COV_DIA,,,,PD,,,Lazkao,PLAZA,Lazkao,0.0
2014,EU_COV_DIA,,,,PD,,,Leaburu,PLAZA,Leaburu,0.0
2019,EU_COV_DIA,,,,PD,,,Leaburu,PLAZA,Leaburu,0.0
2010,EU_COV_DIA,,,,PD,,,Leaburu,PLAZA,Leaburu,0.0
2015,EU_COV_DIA,,,,PD,,,Leaburu,PLAZA,Leaburu,0.0
2011,EU_COV_DIA,,,,PD,,,Leaburu,PLAZA,Leaburu,0.0
2013,EU_COV_DIA,,,,PD,,,Leaburu,PLAZA,Leaburu,0.0
2018,EU_COV_DIA,,,,PD,,,Leaburu,PLAZA,Leaburu,0.0
2016,EU_COV_DIA,,,,PD,,,Leaburu,PLAZA,Leaburu,0.0
2017,EU_COV_DIA,,,,PD,,,Leaburu,PLAZA,Leaburu,0.0
2015,EU_COV_DIA,,,,PD,,,Legazpi,PLAZA,Legazpi,0.0
2013,EU_COV_DIA,,,,PD,,,Legazpi,PLAZA,Legazpi,1.2
2016,EU_COV_DIA,,,,PD,,,Legazpi,PLAZA,Legazpi,0.0
2019,EU_COV_DIA,,,,PD,,,Legazpi,PLAZA,Legazpi,0.0
2017,EU_COV_DIA,,,,PD,,,Legazpi,PLAZA,Legazpi,0.0
2010,EU_COV_DIA,,,,PD,,,Legazpi,PLAZA,Legazpi,0.0
2018,EU_COV_DIA,,,,PD,,,Legazpi,PLAZA,Legazpi,0.0
2011,EU_COV_DIA,,,,PD,,,Legazpi,PLAZA,Legazpi,0.9
2014,EU_COV_DIA,,,,PD,,,Legazpi,PLAZA,Legazpi,0.0
2016,EU_COV_DIA,,,,PD,,,Legorreta,PLAZA,Legorreta,0.0
2010,EU_COV_DIA,,,,PD,,,Legorreta,PLAZA,Legorreta,0.0
2019,EU_COV_DIA,,,,PD,,,Legorreta,PLAZA,Legorreta,0.0
2011,EU_COV_DIA,,,,PD,,,Legorreta,PLAZA,Legorreta,0.0
2014,EU_COV_DIA,,,,PD,,,Legorreta,PLAZA,Legorreta,0.0
2015,EU_COV_DIA,,,,PD,,,Legorreta,PLAZA,Legorreta,0.0
2018,EU_COV_DIA,,,,PD,,,Legorreta,PLAZA,Legorreta,0.0
2017,EU_COV_DIA,,,,PD,,,Legorreta,PLAZA,Legorreta,0.0
2013,EU_COV_DIA,,,,PD,,,Legorreta,PLAZA,Legorreta,0.0
2018,EU_COV_DIA,,,,PD,,,Legutio,PLAZA,Legutio,0.0
2019,EU_COV_DIA,,,,PD,,,Legutio,PLAZA,Legutio,0.0
2016,EU_COV_DIA,,,,PD,,,Legutio,PLAZA,Legutio,0.0
2013,EU_COV_DIA,,,,PD,,,Legutio,PLAZA,Legutio,0.0
2014,EU_COV_DIA,,,,PD,,,Legutio,PLAZA,Legutio,0.0
2017,EU_COV_DIA,,,,PD,,,Legutio,PLAZA,Legutio,0.0
2010,EU_COV_DIA,,,,PD,,,Legutio,PLAZA,Legutio,0.0
2015,EU_COV_DIA,,,,PD,,,Legutio,PLAZA,Legutio,0.0
2011,EU_COV_DIA,,,,PD,,,Legutio,PLAZA,Legutio,0.0
2014,EU_COV_DIA,,,,PD,,,Leintz-Gatzaga,PLAZA,Leintz-Gatzaga,0.0
2019,EU_COV_DIA,,,,PD,,,Leintz-Gatzaga,PLAZA,Leintz-Gatzaga,0.0
2017,EU_COV_DIA,,,,PD,,,Leintz-Gatzaga,PLAZA,Leintz-Gatzaga,0.0
2018,EU_COV_DIA,,,,PD,,,Leintz-Gatzaga,PLAZA,Leintz-Gatzaga,0.0
2015,EU_COV_DIA,,,,PD,,,Leintz-Gatzaga,PLAZA,Leintz-Gatzaga,0.0
2016,EU_COV_DIA,,,,PD,,,Leintz-Gatzaga,PLAZA,Leintz-Gatzaga,0.0
2013,EU_COV_DIA,,,,PD,,,Leintz-Gatzaga,PLAZA,Leintz-Gatzaga,0.0
2011,EU_COV_DIA,,,,PD,,,Leintz-Gatzaga,PLAZA,Leintz-Gatzaga,0.0
2010,EU_COV_DIA,,,,PD,,,Leintz-Gatzaga,PLAZA,Leintz-Gatzaga,0.0
2015,EU_COV_DIA,,,,PD,,,Leioa,PLAZA,Leioa,0.4
2011,EU_COV_DIA,,,,PD,,,Leioa,PLAZA,Leioa,0.0
